paper_id,title,authors,decision,abstract,tldr,keywords,code_url,pdf_url,croissant_url
yfYgwjj5F8,Generalizing Verifiable Instruction Following,"Valentina Pyatkin, Saumya Malik, Victoria Graf, Hamish Ivison, Shengyi Huang, Pradeep Dasigi, Nathan Lambert, Hannaneh Hajishirzi",Accept (poster),"A crucial factor for successful human and AI interaction is the ability of language models or chatbots to follow human instructions precisely. 
A common feature of instructions are output constraints like ``only answer with yes or no"" or ``mention the word `abracadabra' at least 3 times"" that the user adds to craft a more useful answer.
Even today's strongest models struggle with fulfilling such constraints. 
We find that most models strongly overfit on a small set of verifiable constraints from the benchmarks that test these abilities, a skill called precise instruction following, and are not able to generalize well to unseen output constraints. 
We introduce a new benchmark, IFBench,  to evaluate precise instruction following generalization 
on 58 new, diverse, and challenging verifiable out-of-domain constraints. 
In addition, we perform an extensive analysis of how and on what data models can be trained to improve precise instruction following generalization. 
Specifically, we carefully design constraint verification modules and show that reinforcement learning with verifiable rewards 
(RLVR) significantly improves instruction following.  
In addition to IFBench, we release 29 additional new hand-annotated training constraints and verification functions, RLVR training prompts, and code.",How do models generalize to unseen constraints for precise instruction following?,"out-of-domain benchmark, generalization, precise instruction following, RLVR, constraints",https://github.com/allenai/IFBench,https://openreview.net/pdf?id=yfYgwjj5F8,https://openreview.net/attachment?id=yfYgwjj5F8&name=croissant_file
yeqrrn51TL,Time-IMM: A Dataset and Benchmark for Irregular Multimodal Multivariate Time Series,"Ching Chang, Jeehyun Hwang, Yidan Shi, Haixin Wang, Wei Wang, Wen-Chih Peng, Tien-Fu Chen",Accept (poster),"Time series data in real-world applications such as healthcare, climate modeling, and finance are often irregular, multimodal, and messy, with varying sampling rates, asynchronous modalities, and pervasive missingness.
However, existing benchmarks typically assume clean, regularly sampled, unimodal data, creating a significant gap between research and real-world deployment.
We introduce Time-IMM, a dataset specifically designed to capture cause-driven irregularity in multimodal multivariate time series.
Time-IMM represents nine distinct types of time series irregularity, categorized into trigger-based, constraint-based, and artifact-based mechanisms.
Complementing the dataset, we introduce IMM-TSF, a benchmark library for forecasting on irregular multimodal time series, enabling asynchronous integration and realistic evaluation.
IMM-TSF includes specialized fusion modules, including a timestamp-to-text fusion module and a multimodality fusion module, which support both recency-aware averaging and attention-based integration strategies.
Empirical results demonstrate that explicitly modeling multimodality on irregular time series data leads to substantial gains in forecasting performance.
Time-IMM and IMM-TSF provide a foundation for advancing time series analysis under real-world conditions.
The dataset is publicly available at \url{https://github.com/blacksnail789521/Time-IMM}, and the benchmark library can be accessed at \url{https://github.com/blacksnail789521/IMM-TSF}.",A dataset and benchmark for forecasting real-world time series with cause-driven irregularities and multimodal observations.,"irregular time series, multimodal time series, multivariate time series, time series forecasting",https://github.com/blacksnail789521/IMM-TSF,https://openreview.net/pdf?id=yeqrrn51TL,https://openreview.net/attachment?id=yeqrrn51TL&name=croissant_file
ye4ntB1Kzi,ML4CO-Bench-101: Benchmark Machine Learning for Classic Combinatorial Problems on Graphs,"Jiale Ma, Wenzheng Pan, Yang Li, Junchi Yan",Accept (poster),"Combinatorial problems on graphs have attracted extensive efforts from the machine learning community over the past decade. Despite notable progress in this area under the umbrella of ML4CO, a comprehensive categorization, unified reproducibility, and transparent evaluation protocols are still lacking for the emerging and immense pool of neural CO solvers. In this paper, we establish a modular and streamlined framework benchmarking prevalent neural CO methods, dissecting their design choices via a tri-leveled ""paradigm-model-learning'' taxonomy to better characterize different approaches. Further, we integrate their shared features and respective strengths to form 3 unified solvers representing global prediction (GP), local construction (LC), and adaptive expansion (AE) mannered neural solvers. We also collate a total of 65 datasets for 7 mainstream CO problems (including both edge-oriented tasks: TSP, ATSP, CVRP, as well as node-oriented: MIS, MCl, MVC, MCut) across scales to facilitate more comparable results among literature. Extensive experiments upon our benchmark reveal a fair and exact performance exhibition indicative of the raw contribution of the learning components in each method, rethinking and insisting that pre- and post-inference heuristic tricks are not supposed to compensate for sub-par capability of the data-driven counterparts. Under this unified benchmark, an up-to-date replication of typical ML4CO methods is maintained, hoping to provide convenient reference and insightful guidelines for both engineering development and academic exploration of the ML4CO community in the future. Code is available at https://github.com/Thinklab-SJTU/ML4CO-Bench-101, and the dataset is at https://huggingface.co/datasets/ML4CO/ML4CO-Bench-101-SL.","We develop a benchmark for the classic combinatorial optimization problems (TSP, ATSP, CVRP, MIS, MCl, MVC, MCut) with relevant datasets.","Combinatorial Optimization, Machine Learning",https://github.com/Thinklab-SJTU/ML4CO-Bench-101,https://openreview.net/pdf?id=ye4ntB1Kzi,https://openreview.net/attachment?id=ye4ntB1Kzi&name=croissant_file
yFIpdvQYmx,PSI: A Benchmark for Human Interpretation and Response in Traffic Interactions,"TAOTAO JING, Tina Chen, Renran Tian, Yaobin Chen, Joshua Domeyer, Heishiro Toyoda, Rini Sherony, Zhengming Ding",Accept (poster),"Accurately modeling pedestrian intention and understanding driver decision-making processes are critical for the development of safe and socially aware autonomous driving systems. However, existing datasets primarily emphasize observable behavior, offering limited insight into the underlying causal reasoning that informs human interpretation and response during traffic interactions. To address this gap, we introduce PSI, a benchmark dataset that captures the dynamic evolution of pedestrian crossing intentions from the driver’s perspective, enriched with human-annotated textual explanations that reflect the reasoning behind intention estimation and driving decision making. These annotations offer a unique foundation for developing and benchmarking models that combine predictive performance with interpretable and human-aligned reasoning. PSI supports standardized tasks and evaluation protocols across multiple dimensions, including pedestrian intention prediction, driver decision modeling, reasoning generation, and trajectory forecasting and more. By enabling causal and interpretable evaluation, PSI advances research toward autonomous systems that can reason, act, and explain in alignment with human cognitive processes.",A Benchmark for Human Interpretation and Response in Traffic Interactions,"reasoning, explainable AI, multi-modality, autonomous driving",https://github.com/PSI-Intention2022/PSI-Dataset,https://openreview.net/pdf?id=yFIpdvQYmx,https://openreview.net/attachment?id=yFIpdvQYmx&name=croissant_file
yADrJyaBJl,SVRPBench: A Realistic Benchmark for Stochastic Vehicle Routing Problem,"Ahmed Heakl, Yahia Salaheldin Shaaban, Salem Lahlou, Martin Takáč, Zangir Iklassov",Accept (poster),"Robust routing under uncertainty is central to real-world logistics, yet most benchmarks assume static, idealized settings. We present \texttt{SVRPBench}, the first open benchmark to capture high-fidelity stochastic dynamics in vehicle routing at urban scale. Spanning more than 500 instances with up to 1000 customers, it simulates realistic delivery conditions: time-dependent congestion, log-normal delays, probabilistic accidents, and empirically grounded time windows for residential and commercial clients. Our pipeline generates diverse, constraint-rich scenarios, including multi-depot and multi-vehicle setups. Benchmarking reveals that state-of-the-art RL solvers like POMO and AM degrade by over 20\% under distributional shift, while classical and metaheuristic methods remain robust. To enable reproducible research, we release the dataset ([Huggingface](https://huggingface.co/datasets/MBZUAI/svrp-bench)) and evaluation suite ([Github](https://github.com/yehias21/vrp-benchmarks)). SVRPBench challenges the community to design solvers that generalize beyond synthetic assumptions and adapt to real-world uncertainty.",A Realistic Benchmark for Stochastic Vehicle Routing Problem,"Stochastic Vehicle Routing Problem, Combinatorial Optimization, Operation Research Benchmark",https://github.com/yehias21/vrp-benchmarks,https://openreview.net/pdf?id=yADrJyaBJl,https://openreview.net/attachment?id=yADrJyaBJl&name=croissant_file
y0zL9IZxZ7,MathArena: Evaluating LLMs on Uncontaminated Math Competitions,"Mislav Balunovic, Jasper Dekoninck, Ivo Petrov, Nikola Jovanović, Martin Vechev",Accept (poster),"The rapid advancement of reasoning capabilities in large language models (LLMs) has led to notable improvements on mathematical benchmarks. However, many of the most commonly used evaluation datasets (e.g., AIME 2024) are widely available online, making it difficult to disentangle genuine reasoning from potential memorization. 
Furthermore, these benchmarks do not evaluate proof-writing capabilities, which are crucial for many mathematical tasks.
To address this, we introduce MathArena, a new benchmark based on the following key insight: recurring math competitions provide a stream of high-quality, challenging problems that can be used for real-time evaluation of LLMs. By evaluating models as soon as new problems are released, we effectively eliminate the risk of contamination.
Using this framework, we find strong signs of contamination in AIME 2024. Nonetheless, evaluations on harder competitions, such as CMIMC 2025, demonstrate impressive reasoning capabilities in top-performing models.
MathArena is also the first benchmark for proof-writing capabilities. On IMO 2025, top models achieve slightly less than 40\%, demonstrating both notable progress and significant room for improvement.
So far, we have evaluated over $50$ models across seven competitions, totaling $162$ problems. As an evolving benchmark, MathArena will continue to track the progress of LLMs on newly released competitions, ensuring rigorous and up-to-date evaluation of mathematical reasoning.","We introduce MathArena, a new benchmark for evaluating LLMs on recurring math competitions which provide a stream of high-quality uncontaminated problems.","ai for math, benchmark, evaluation, contamination, reasoning",https://polybox.ethz.ch/index.php/s/br8FLNjE3oepmnd,https://openreview.net/pdf?id=y0zL9IZxZ7,https://openreview.net/attachment?id=y0zL9IZxZ7&name=croissant_file
xcw6UWNtFJ,CXReasonBench: A Benchmark for Evaluating Structured Diagnostic Reasoning in Chest X-rays,"Hyungyung Lee, Geon Choi, Jung-Oh Lee, Hangyul Yoon, Hyuk Gi Hong, Edward Choi",Accept (spotlight),"Recent progress in Large Vision-Language Models (LVLMs) has enabled promising applications in medical tasks, such as report generation and visual question answering. However, existing benchmarks focus mainly on the final diagnostic answer, offering limited insight into whether models engage in clinically meaningful reasoning. To address this, we present CheXStruct and CXReasonBench, a structured pipeline and benchmark built on the publicly available MIMIC-CXR-JPG dataset. CheXStruct automatically derives a sequence of intermediate reasoning steps directly from chest X-rays, such as segmenting anatomical regions, deriving anatomical landmarks and diagnostic measurements, computing diagnostic indices, and applying clinical thresholds. CXReasonBench leverages this pipeline to evaluate whether models can perform clinically valid reasoning steps and to what extent they can learn from structured guidance, enabling fine-grained and transparent assessment of diagnostic reasoning.
The benchmark comprises 18,988 QA pairs across 12 diagnostic tasks and 1,200 cases, each paired with up to 4 visual inputs, and supports multi-path, multi-stage evaluation including visual grounding via anatomical region selection and diagnostic measurements.
Even the strongest of 12 evaluated LVLMs struggle with structured reasoning and generalization, often failing to link abstract knowledge with anatomically grounded visual interpretation. The code is available at https://github.com/ttumyche/CXReasonBench","We present CheXStruct and CXReasonBench: CheXStruct, an automated pipeline for extracting intermediate reasoning steps directly from chest X-rays, and CXReasonBench, a benchmark for evaluating whether models follow structured diagnostic reasoning.","Medical VQA Benchmark, Medical Reasoning Benchmark, Structured Clinical Information, Chest X-ray Understanding, Structured Diagnostic Reasoning, Large Vision-Language Model",https://github.com/ttumyche/CXReasonBench,https://openreview.net/pdf?id=xcw6UWNtFJ,https://openreview.net/attachment?id=xcw6UWNtFJ&name=croissant_file
xUBgfvyip3,Revisiting Reinforcement Learning for LLM Reasoning from A Cross-Domain Perspective,"Zhoujun Cheng, Shibo Hao, Tianyang Liu, Fan Zhou, Yutao Xie, Feng Yao, Yuexin Bian, Nilabjo Dey, Yonghao Zhuang, Yuheng Zha, Yi Gu, Kun Zhou, Yuqi Wang, Yuan Li, Richard Fan, Jianshu She, Chengqian Gao, Abulhair Saparov, Taylor W. Killian, Haonan Li, Mikhail Yurochkin, Eric P. Xing, Zhengzhong Liu, Zhiting Hu",Accept (poster),"Reinforcement learning (RL) has shown promise in enhancing large language model (LLM) reasoning, yet progress towards broader capabilities is limited by the availability of high-quality, multi-domain datasets. This work introduces \ours, a 92K RL-for-reasoning dataset designed to address this gap, covering six reasoning domains: Math, Code, Science, Logic, Simulation, and Tabular, each with corresponding verifiers. We build \ours via a careful data-curation pipeline, including sourcing, deduplication, reward design, and domain-specific and difficulty-based filtering, to facilitate the systematic investigation of cross-domain RL generalization. Our study using \ours suggests the efficacy of a simple mixed-domain RL training approach and reveals several key aspects affecting cross-domain transferability. We further train two models {\ours}-7B and {\ours}-32B purely with RL on our curated data and observe largely improved performance over leading open RL reasoning model baselines, with gains of 7.3\% and 7.8\% respectively on an extensive 17-task, six-domain evaluation suite. We are releasing our dataset, code, and evaluation suite to the community, aiming to support further research and development of more general RL-enhanced reasoning models.",,"large language model, reasoning, reinforcement learning",,https://openreview.net/pdf?id=xUBgfvyip3,https://openreview.net/attachment?id=xUBgfvyip3&name=croissant_file
xDcodU49Hh,PARROT: A Benchmark for Evaluating LLMs in Cross-System SQL Translation,"Wei Zhou, Guoliang Li, Haoyu Wang, Yuxing Han, Wu Xufei, Fan Wu, Xuanhe Zhou",Accept (poster),"Large language models (LLMs) have shown increasing effectiveness in Text-to-SQL tasks. However, another closely related problem, Cross-System SQL Translation (a.k.a., SQL-to-SQL), which adapts a query written for one database system (e.g., MySQL) into its equivalent one for another system (e.g., ClickHouse), is of great practical importance but remains underexplored. Existing SQL benchmarks are not well-suited for SQL-to-SQL evaluation, which (1) focus on a limited set of database systems (often just SQLite) and (2) cannot capture many system-specific SQL dialects (e.g., customized functions, data types, and syntax rules). Thus, in this paper, we introduce PARROT, a Practical And Realistic BenchmaRk for CrOss-System SQL Translation. PARROT comprises 598 translation pairs from 38 open-source benchmarks and real-world business services, specifically prepared to challenge system-specific SQL understanding (e.g., LLMS achieve lower than 38.53% accuracy on average). We also provide multiple benchmark variants, including PARROT-Diverse with 28,003 translation (for extensive syntax testing) and PARROT-Simple with 5,306 representative samples (for focused stress testing), covering 22 production-grade database systems. To promote future research, we release a public leaderboard and source code at: https://code4db.github.io/parrot-bench/.",,"Cross-System SQL Translation, Large Language Models",https://github.com/weAIDB/PARROT,https://openreview.net/pdf?id=xDcodU49Hh,https://openreview.net/attachment?id=xDcodU49Hh&name=croissant_file
x1lSRe3hcO,DeceptionBench: A Comprehensive Benchmark for AI Deception Behaviors in Real-world Scenarios,"Yao Huang, Yitong Sun, Yichi Zhang, Ruochen Zhang, Yinpeng Dong, Xingxing Wei",Accept (poster),"Despite the remarkable advances of Large Language Models (LLMs) across diverse cognitive tasks, the rapid enhancement of these capabilities also introduces emergent deception behaviors that may induce severe risks in high-stakes deployments. More critically, the characterization of deception across realistic real-world scenarios remains underexplored. To bridge this gap, we establish **DeceptionBench**, the first benchmark that systematically evaluates how deceptive tendencies manifest across different societal domains, what their intrinsic behavioral patterns are, and how extrinsic factors affect them. Specifically, on the static count, the benchmark encompasses 150 meticulously designed scenarios in five domains, *i.e.*, *Economy, Healthcare, Education, Social Interaction, and Entertainment*, with over 1,000 samples, providing sufficient empirical foundations for deception analysis. On the intrinsic dimension, we explore whether models exhibit self-interested egoistic tendencies or sycophantic behaviors that prioritize user appeasement. On the extrinsic dimension, we investigate how contextual factors modulate deceptive outputs under neutral conditions, reward-based incentivization, and coercive pressures. Moreover, we incorporate sustained multi-turn interaction loops to construct a more realistic simulation of real-world feedback dynamics. Extensive experiments across LLMs and Large Reasoning Models (LRMs) reveal critical vulnerabilities, particularly amplified deception under reinforcement dynamics, demonstrating that current models lack robust resistance to manipulative contextual cues and the urgent need for advanced safeguards against various deception behaviors. Code and resources are publicly available at https://github.com/Aries-iai/DeceptionBench.","We introduce DeceptionBench, the first comprehensive benchmark evaluating deceptive behaviors in LLMs across real-world scenarios, revealing critical vulnerabilities especially under reinforcement dynamics.","LLM, Deception, Domain Context, Intrinsic Behavioral Pattern, Extrinsic Factor",https://github.com/Aries-iai/DeceptionBench,https://openreview.net/pdf?id=x1lSRe3hcO,https://openreview.net/attachment?id=x1lSRe3hcO&name=croissant_file
wxFfPVPtdy,LexiCon: a Benchmark for Planning under Temporal Constraints in Natural Language,"Periklis Mantenoglou, RISHI HAZRA, Pedro Zuidberg Dos Martires, Luc De Raedt",Accept (poster),"Owing to their reasoning capabilities, large language models (LLMs) have been evaluated on planning tasks described in natural language. However, LLMs have largely been tested on planning domains without constraints. In order to deploy them in real-world settings where adherence to constraints, in particular safety constraints, is critical, we need to evaluate their performance on constrained planning tasks. We introduce LexiCon—a natural language-based (Lexi) constrained (Con) planning benchmark, consisting of a suite of environments, that can be used to evaluate the planning capabilities of LLMs in a principled fashion. The core idea behind LexiCon is to take existing planning environments and impose temporal constraints on the states. These constrained problems are then translated into natural language and given to an LLM to solve. A key feature of LexiCon is its extensibility. That is, the set of supported environments can be extended with new (unconstrained) environment generators, for which temporal constraints are constructed automatically. This renders LexiCon future-proof: the hardness of the generated planning problems can be increased as the planning capabilities of LLMs improve. Our experiments reveal that the performance of state-of-the-art LLMs, including reasoning models like GPT-5, o3, and R1, deteriorates as the degree of constrainedness of the planning tasks increases.",,"planning, large language models, constraints, decision-making, large reasoning models",https://github.com/periklismant/lexicon_neurips,https://openreview.net/pdf?id=wxFfPVPtdy,https://openreview.net/attachment?id=wxFfPVPtdy&name=croissant_file
wwlwRuKle7,VideoUFO: A Million-Scale User-Focused Dataset for Text-to-Video Generation,"Wenhao Wang, Yi Yang",Accept (poster),"Text-to-video generative models convert textual prompts into dynamic visual content, offering wide-ranging applications in film production, gaming, and education. However, their real-world performance often falls short of user expectations. One key reason is that these models have not been trained on videos related to some topics users want to create. In this paper, we propose VideoUFO, the first Video dataset specifically curated to align with Users' FOcus in real-world scenarios. Beyond this, our VideoUFO also features: (1) minimal (0.29\%) overlap with existing video datasets, and (2) videos searched exclusively via YouTube's official API under the Creative Commons license. These two attributes provide future researchers with greater freedom to broaden their training sources. The VideoUFO comprises over 
 1.09 million video clips, each paired with both a brief and a detailed caption (description). Specifically, through clustering, we first identify 
 1,291 user-focused topics from the million-scale real text-to-video prompt dataset, VidProM. Then, we use these topics to retrieve videos from YouTube, split the retrieved videos into clips, and generate both brief and detailed captions for each clip. After verifying the clips with specified topics, we are left with about 1.09 million video clips. Our experiments reveal that (1) current 16 text-to-video models do not achieve consistent performance across all user-focused topics; and (2) a simple model trained on VideoUFO outperforms others on worst-performing topics. The dataset and code are publicly available at https://huggingface.co/datasets/WenhaoWang/VideoUFO and https://github.com/WangWenhao0716/BenchUFO under the CC BY 4.0 License.",VideoUFO is the first dataset curated in alignment with real-world users’ focused topics for text-to-video generation.,"VideoUFO, Text-to-video generation, Text-video Datasets",https://github.com/WangWenhao0716/BenchUFO,https://openreview.net/pdf?id=wwlwRuKle7,https://openreview.net/attachment?id=wwlwRuKle7&name=croissant_file
wrM8MoRRBs,BikeBench: A Bicycle Design Benchmark for Generative Models with Objectives and Constraints,"Lyle Regenwetter, Yazan Abu Obaideh, Fabien M. C. Chiotti, Ioanna Lykourentzou, Faez Ahmed",Accept (poster),"We introduce BikeBench, an engineering design benchmark for evaluating generative models on problems with multiple real-world objectives and constraints. As generative AI's reach continues to grow, evaluating its capability to understand physical laws, human guidelines, and hard constraints grows increasingly important. Engineering product design lies at the intersection of these difficult tasks, providing new challenges for AI capabilities. BikeBench evaluates AI models' capabilities to generate bicycle designs that not only resemble the dataset, but meet specific performance objectives and constraints. To do so, BikeBench quantifies a variety of human-centered and multiphysics performance characteristics, such as aerodynamics, ergonomics, structural mechanics, human-rated usability, and similarity to subjective text or image prompts. Supporting the benchmark are several datasets of simulation results, a dataset of 10,000 human-rated bicycle assessments, and a synthetically generated dataset of 1.6M designs, each with a parametric, CAD/XML, SVG, and PNG representation. BikeBench is uniquely configured to evaluate tabular generative models, large language models (LLMs), design optimization, and hybrid algorithms side-by-side. Our experiments indicate that LLMs and tabular generative models fall short of hybrid GenAI+optimization algorithms in design quality, constraint satisfaction, and similarity scores, suggesting significant room for improvement. We hope that BikeBench, a first-of-its-kind benchmark, will help catalyze progress in generative AI for constrained multi-objective engineering design problems. We provide code, data, an interactive leaderboard, and other resources at https://github.com/Lyleregenwetter/BikeBench.","We introduce a bicycle design benchmark that evaluates multiphysics performance, constraint satisfaction, and adherence to human preferences, and we benchmark LLMs, tabular generative models, and design optimization algorithms side by side.","Benchmark, LLM, Optimization, Synthetic Data, CAD, Generative Models, Constraints, Bicycle, Design",https://github.com/Lyleregenwetter/BikeBench,https://openreview.net/pdf?id=wrM8MoRRBs,https://openreview.net/attachment?id=wrM8MoRRBs&name=croissant_file
